topology,D_m,L_m,spacing_D,H_kN,cycles,soil_k,eta_g,u_fem_anchor_mm,u_stress_mm,utilization,feasible,Vc_m3,Lt_m,Ac_m2,C_raw,C_norm,selected_candidate,candidate_id
2x2,1.20,8.0,4.5,100.0,100000,15648.900359,,4.829,1.564156,0.052139,yes,36.191147,32.000000,43.560000,37007.294948,37.007295,no,2x2_D1.20_L8_s4.5D
2x2,1.20,10.0,2.5,100.0,100000,17370.730231,,4.829,3.930810,0.131027,yes,45.238934,40.000000,17.640000,42762.168685,42.762169,no,2x2_D1.20_L10_s2.5D
2x2,1.20,10.0,3.0,100.0,100000,17370.730231,,4.829,3.567313,0.118910,yes,45.238934,40.000000,23.040000,43275.168685,43.275169,no,2x2_D1.20_L10_s3.0D
2x2,1.20,10.0,3.5,100.0,100000,17370.730231,,4.829,3.330584,0.111019,yes,45.238934,40.000000,29.160000,43856.568685,43.856569,no,2x2_D1.20_L10_s3.5D
2x2,1.20,10.0,4.0,100.0,100000,17370.730231,,4.829,3.168948,0.105632,yes,45.238934,40.000000,36.000000,44506.368685,44.506369,no,2x2_D1.20_L10_s4.0D
2x2,1.20,10.0,4.5,100.0,100000,17370.730231,,4.829,3.054991,0.101833,yes,45.238934,40.000000,43.560000,45224.568685,45.224569,no,2x2_D1.20_L10_s4.5D
2x2,1.20,12.0,2.5,100.0,100000,19199.698429,,4.829,6.583268,0.219442,yes,54.286721,48.000000,17.640000,50979.442422,50.979442,no,2x2_D1.20_L12_s2.5D
2x2,1.20,12.0,3.0,100.0,100000,19199.698429,,4.829,5.974488,0.199150,yes,54.286721,48.000000,23.040000,51492.442422,51.492442,no,2x2_D1.20_L12_s3.0D
2x2,1.20,12.0,3.5,100.0,100000,19199.698429,,4.829,5.578017,0.185934,yes,54.286721,48.000000,29.160000,52073.842422,52.073842,no,2x2_D1.20_L12_s3.5D
2x2,1.20,12.0,4.0,100.0,100000,19199.698429,,4.829,5.307312,0.176910,yes,54.286721,48.000000,36.000000,52723.642422,52.723642,no,2x2_D1.20_L12_s4.0D
2x2,1.20,12.0,4.5,100.0,100000,19199.698429,,4.829,5.116459,0.170549,yes,54.286721,48.000000,43.560000,53441.842422,53.441842,no,2x2_D1.20_L12_s4.5D
2x2,1.20,14.0,2.5,100.0,100000,21224.958870,,4.829,6.106287,0.203543,yes,63.334508,56.000000,17.640000,59196.716159,59.196716,no,2x2_D1.20_L14_s2.5D
2x2,1.20,14.0,3.0,100.0,100000,21224.958870,,4.829,5.541615,0.184720,yes,63.334508,56.000000,23.040000,59709.716159,59.709716,no,2x2_D1.20_L14_s3.0D
2x2,1.20,14.0,3.5,100.0,100000,21224.958870,,4.829,5.173870,0.172462,yes,63.334508,56.000000,29.160000,60291.116159,60.291116,no,2x2_D1.20_L14_s3.5D
2x2,1.20,14.0,4.0,100.0,100000,21224.958870,,4.829,4.922778,0.164093,yes,63.334508,56.000000,36.000000,60940.916159,60.940916,no,2x2_D1.20_L14_s4.0D
2x2,1.20,14.0,4.5,100.0,100000,21224.958870,,4.829,4.745753,0.158192,yes,63.334508,56.000000,43.560000,61659.116159,61.659116,no,2x2_D1.20_L14_s4.5D
2x2,1.20,16.0,2.5,100.0,100000,23090.714279,,4.829,5.732372,0.191079,yes,72.382295,64.000000,17.640000,67413.989896,67.413990,no,2x2_D1.20_L16_s2.5D
2x2,1.20,16.0,3.0,100.0,100000,23090.714279,,4.829,5.202277,0.173409,yes,72.382295,64.000000,23.040000,67926.989896,67.926990,no,2x2_D1.20_L16_s3.0D
2x2,1.20,16.0,3.5,100.0,100000,23090.714279,,4.829,4.857051,0.161902,yes,72.382295,64.000000,29.160000,68508.389896,68.508390,no,2x2_D1.20_L16_s3.5D
2x2,1.20,16.0,4.0,100.0,100000,23090.714279,,4.829,4.621334,0.154044,yes,72.382295,64.000000,36.000000,69158.189896,69.158190,no,2x2_D1.20_L16_s4.0D
2x2,1.20,16.0,4.5,100.0,100000,23090.714279,,4.829,4.455149,0.148505,yes,72.382295,64.000000,43.560000,69876.389896,69.876390,no,2x2_D1.20_L16_s4.5D
2x2,1.20,18.0,2.5,100.0,100000,24800.593100,,4.829,5.433327,0.181111,yes,81.430082,72.000000,17.640000,75631.263633,75.631264,no,2x2_D1.20_L18_s2.5D
2x2,1.20,18.0,3.0,100.0,100000,24800.593100,,4.829,4.930886,0.164363,yes,81.430082,72.000000,23.040000,76144.263633,76.144264,no,2x2_D1.20_L18_s3.0D
2x2,1.20,18.0,3.5,100.0,100000,24800.593100,,4.829,4.603669,0.153456,yes,81.430082,72.000000,29.160000,76725.663633,76.725664,no,2x2_D1.20_L18_s3.5D
2x2,1.20,18.0,4.0,100.0,100000,24800.593100,,4.829,4.380249,0.146008,yes,81.430082,72.000000,36.000000,77375.463633,77.375464,no,2x2_D1.20_L18_s4.0D
2x2,1.20,18.0,4.5,100.0,100000,24800.593100,,4.829,4.222734,0.140758,yes,81.430082,72.000000,43.560000,78093.663633,78.093664,no,2x2_D1.20_L18_s4.5D
2x2,1.20,20.0,2.5,100.0,100000,26364.246150,,4.829,5.189803,0.172993,yes,90.477868,80.000000,17.640000,83848.537370,83.848537,no,2x2_D1.20_L20_s2.5D
2x2,1.20,20.0,3.0,100.0,100000,26364.246150,,4.829,4.709881,0.156996,yes,90.477868,80.000000,23.040000,84361.537370,84.361537,no,2x2_D1.20_L20_s3.0D
2x2,1.20,20.0,3.5,100.0,100000,26364.246150,,4.829,4.397331,0.146578,yes,90.477868,80.000000,29.160000,84942.937370,84.942937,no,2x2_D1.20_L20_s3.5D
2x2,1.20,20.0,4.0,100.0,100000,26364.246150,,4.829,4.183925,0.139464,yes,90.477868,80.000000,36.000000,85592.737370,85.592737,no,2x2_D1.20_L20_s4.0D
2x2,1.20,20.0,4.5,100.0,100000,26364.246150,,4.829,4.033469,0.134449,yes,90.477868,80.000000,43.560000,86310.937370,86.310937,no,2x2_D1.20_L20_s4.5D
